id,category,value
131344,CategoryC,300
131345,CategoryB,250
131346,CategoryA,180
131347,CategoryC,220
131348,CategoryB,190
131349,CategoryA,210
131350,CategoryC,160
131351,CategoryA,100
131352,CategoryB,200
131353,CategoryA,150
131354,CategoryC,300
131355,CategoryB,250
131356,CategoryA,180
131357,CategoryC,220
131358,CategoryB,190
131359,CategoryA,210
131360,CategoryC,160
131361,CategoryA,100
131362,CategoryB,200
131363,CategoryA,150
131364,CategoryC,300
131365,CategoryB,250
131366,CategoryA,180
131367,CategoryC,220
131368,CategoryB,190
131369,CategoryA,210
131370,CategoryC,160
131371,CategoryA,100
131372,CategoryB,200
131373,CategoryA,150
131374,CategoryC,300
131375,CategoryB,250
131376,CategoryA,180
131377,CategoryC,220
131378,CategoryB,190
131379,CategoryA,210
131380,CategoryC,160
131381,CategoryA,100
131382,CategoryB,200
131383,CategoryA,150
131384,CategoryC,300
131385,CategoryB,250
131386,CategoryA,180
131387,CategoryC,220
131388,CategoryB,190
131389,CategoryA,210
131390,CategoryC,160
131391,CategoryA,100
131392,CategoryB,200
131393,CategoryA,150
131394,CategoryC,300
131395,CategoryB,250
131396,CategoryA,180
131397,CategoryC,220
131398,CategoryB,190
131399,CategoryA,210
131400,CategoryC,160
131401,CategoryA,100
131402,CategoryB,200
131403,CategoryA,150
131404,CategoryC,300
131405,CategoryB,250
131406,CategoryA,180
131407,CategoryC,220
131408,CategoryB,190
131409,CategoryA,210
131410,CategoryC,160
131411,CategoryA,100
131412,CategoryB,200
131413,CategoryA,150
131414,CategoryC,300
131415,CategoryB,250
131416,CategoryA,180
131417,CategoryC,220
131418,CategoryB,190
131419,CategoryA,210
131420,CategoryC,160
131421,CategoryA,100
131422,CategoryB,200
131423,CategoryA,150
131424,CategoryC,300
131425,CategoryB,250
131426,CategoryA,180
131427,CategoryC,220
131428,CategoryB,190
131429,CategoryA,210
131430,CategoryC,160
131431,CategoryA,100
131432,CategoryB,200
131433,CategoryA,150
131434,CategoryC,300
131435,CategoryB,250
131436,CategoryA,180
131437,CategoryC,220
131438,CategoryB,190
131439,CategoryA,210
131440,CategoryC,160
131441,CategoryA,100
131442,CategoryB,200
131443,CategoryA,150
131444,CategoryC,300
131445,CategoryB,250
131446,CategoryA,180
131447,CategoryC,220
131448,CategoryB,190
131449,CategoryA,210
131450,CategoryC,160
131451,CategoryA,100
131452,CategoryB,200
131453,CategoryA,150
131454,CategoryC,300
131455,CategoryB,250
131456,CategoryA,180
131457,CategoryC,220
131458,CategoryB,190
131459,CategoryA,210
131460,CategoryC,160
131461,CategoryA,100
131462,CategoryB,200
131463,CategoryA,150
131464,CategoryC,300
131465,CategoryB,250
131466,CategoryA,180
131467,CategoryC,220
131468,CategoryB,190
131469,CategoryA,210
131470,CategoryC,160
131471,CategoryA,100
131472,CategoryB,200
131473,CategoryA,150
131474,CategoryC,300
131475,CategoryB,250
131476,CategoryA,180
131477,CategoryC,220
131478,CategoryB,190
131479,CategoryA,210
131480,CategoryC,160
131481,CategoryA,100
131482,CategoryB,200
131483,CategoryA,150
131484,CategoryC,300
131485,CategoryB,250
131486,CategoryA,180
131487,CategoryC,220
131488,CategoryB,190
131489,CategoryA,210
131490,CategoryC,160
131491,CategoryA,100
131492,CategoryB,200
131493,CategoryA,150
131494,CategoryC,300
131495,CategoryB,250
131496,CategoryA,180
131497,CategoryC,220
131498,CategoryB,190
131499,CategoryA,210
131500,CategoryC,160
131501,CategoryA,100
131502,CategoryB,200
131503,CategoryA,150
131504,CategoryC,300
131505,CategoryB,250
131506,CategoryA,180
131507,CategoryC,220
131508,CategoryB,190
131509,CategoryA,210
131510,CategoryC,160
131511,CategoryA,100
131512,CategoryB,200
131513,CategoryA,150
131514,CategoryC,300
131515,CategoryB,250
131516,CategoryA,180
131517,CategoryC,220
131518,CategoryB,190
131519,CategoryA,210
131520,CategoryC,160
131521,CategoryA,100
131522,CategoryB,200
131523,CategoryA,150
131524,CategoryC,300
131525,CategoryB,250
131526,CategoryA,180
131527,CategoryC,220
131528,CategoryB,190
131529,CategoryA,210
131530,CategoryC,160
131531,CategoryA,100
131532,CategoryB,200
131533,CategoryA,150
131534,CategoryC,300
131535,CategoryB,250
131536,CategoryA,180
131537,CategoryC,220
131538,CategoryB,190
131539,CategoryA,210
131540,CategoryC,160
131541,CategoryA,100
131542,CategoryB,200
131543,CategoryA,150
131544,CategoryC,300
131545,CategoryB,250
131546,CategoryA,180
131547,CategoryC,220
131548,CategoryB,190
131549,CategoryA,210
131550,CategoryC,160
131551,CategoryA,100
131552,CategoryB,200
131553,CategoryA,150
131554,CategoryC,300
131555,CategoryB,250
131556,CategoryA,180
131557,CategoryC,220
131558,CategoryB,190
131559,CategoryA,210
131560,CategoryC,160
131561,CategoryA,100
131562,CategoryB,200
131563,CategoryA,150
131564,CategoryC,300
131565,CategoryB,250
131566,CategoryA,180
131567,CategoryC,220
131568,CategoryB,190
131569,CategoryA,210
131570,CategoryC,160
131571,CategoryA,100
131572,CategoryB,200
131573,CategoryA,150
131574,CategoryC,300
131575,CategoryB,250
131576,CategoryA,180
131577,CategoryC,220
131578,CategoryB,190
131579,CategoryA,210
131580,CategoryC,160
131581,CategoryA,100
131582,CategoryB,200
131583,CategoryA,150
131584,CategoryC,300
131585,CategoryB,250
131586,CategoryA,180
131587,CategoryC,220
131588,CategoryB,190
131589,CategoryA,210
131590,CategoryC,160
131591,CategoryA,100
131592,CategoryB,200
131593,CategoryA,150
131594,CategoryC,300
131595,CategoryB,250
131596,CategoryA,180
131597,CategoryC,220
131598,CategoryB,190
131599,CategoryA,210
131600,CategoryC,160
131601,CategoryA,100
131602,CategoryB,200
131603,CategoryA,150
131604,CategoryC,300
131605,CategoryB,250
131606,CategoryA,180
131607,CategoryC,220
131608,CategoryB,190
131609,CategoryA,210
131610,CategoryC,160
131611,CategoryA,100
131612,CategoryB,200
131613,CategoryA,150
131614,CategoryC,300
131615,CategoryB,250
131616,CategoryA,180
131617,CategoryC,220
131618,CategoryB,190
131619,CategoryA,210
131620,CategoryC,160
131621,CategoryA,100
131622,CategoryB,200
131623,CategoryA,150
131624,CategoryC,300
131625,CategoryB,250
131626,CategoryA,180
131627,CategoryC,220
131628,CategoryB,190
131629,CategoryA,210
131630,CategoryC,160
131631,CategoryA,100
131632,CategoryB,200
131633,CategoryA,150
131634,CategoryC,300
131635,CategoryB,250
131636,CategoryA,180
131637,CategoryC,220
131638,CategoryB,190
131639,CategoryA,210
131640,CategoryC,160
131641,CategoryA,100
131642,CategoryB,200
131643,CategoryA,150
131644,CategoryC,300
131645,CategoryB,250
131646,CategoryA,180
131647,CategoryC,220
131648,CategoryB,190
131649,CategoryA,210
131650,CategoryC,160
131651,CategoryA,100
131652,CategoryB,200
131653,CategoryA,150
131654,CategoryC,300
131655,CategoryB,250
131656,CategoryA,180
131657,CategoryC,220
131658,CategoryB,190
131659,CategoryA,210
131660,CategoryC,160
131661,CategoryA,100
131662,CategoryB,200
131663,CategoryA,150
131664,CategoryC,300
131665,CategoryB,250
131666,CategoryA,180
131667,CategoryC,220
131668,CategoryB,190
131669,CategoryA,210
131670,CategoryC,160
131671,CategoryA,100
131672,CategoryB,200
131673,CategoryA,150
131674,CategoryC,300
131675,CategoryB,250
131676,CategoryA,180
131677,CategoryC,220
131678,CategoryB,190
131679,CategoryA,210
131680,CategoryC,160
131681,CategoryA,100
131682,CategoryB,200
131683,CategoryA,150
131684,CategoryC,300
131685,CategoryB,250
131686,CategoryA,180
131687,CategoryC,220
131688,CategoryB,190
131689,CategoryA,210
131690,CategoryC,160
131691,CategoryA,100
131692,CategoryB,200
131693,CategoryA,150
131694,CategoryC,300
131695,CategoryB,250
131696,CategoryA,180
131697,CategoryC,220
131698,CategoryB,190
131699,CategoryA,210
131700,CategoryC,160
131701,CategoryA,100
131702,CategoryB,200
131703,CategoryA,150
131704,CategoryC,300
131705,CategoryB,250
131706,CategoryA,180
131707,CategoryC,220
131708,CategoryB,190
131709,CategoryA,210
131710,CategoryC,160
131711,CategoryA,100
131712,CategoryB,200
131713,CategoryA,150
131714,CategoryC,300
131715,CategoryB,250
131716,CategoryA,180
131717,CategoryC,220
131718,CategoryB,190
131719,CategoryA,210
131720,CategoryC,160
131721,CategoryA,100
131722,CategoryB,200
131723,CategoryA,150
131724,CategoryC,300
131725,CategoryB,250
131726,CategoryA,180
131727,CategoryC,220
131728,CategoryB,190
131729,CategoryA,210
131730,CategoryC,160
131731,CategoryA,100
131732,CategoryB,200
131733,CategoryA,150
131734,CategoryC,300
131735,CategoryB,250
131736,CategoryA,180
131737,CategoryC,220
131738,CategoryB,190
131739,CategoryA,210
131740,CategoryC,160
131741,CategoryA,100
131742,CategoryB,200
131743,CategoryA,150
131744,CategoryC,300
131745,CategoryB,250
131746,CategoryA,180
131747,CategoryC,220
131748,CategoryB,190
131749,CategoryA,210
131750,CategoryC,160
131751,CategoryA,100
131752,CategoryB,200
131753,CategoryA,150
131754,CategoryC,300
131755,CategoryB,250
131756,CategoryA,180
131757,CategoryC,220
131758,CategoryB,190
131759,CategoryA,210
131760,CategoryC,160
131761,CategoryA,100
131762,CategoryB,200
131763,CategoryA,150
131764,CategoryC,300
131765,CategoryB,250
131766,CategoryA,180
131767,CategoryC,220
131768,CategoryB,190
131769,CategoryA,210
131770,CategoryC,160
131771,CategoryA,100
131772,CategoryB,200
131773,CategoryA,150
131774,CategoryC,300
131775,CategoryB,250
131776,CategoryA,180
131777,CategoryC,220
131778,CategoryB,190
131779,CategoryA,210
131780,CategoryC,160
131781,CategoryA,100
131782,CategoryB,200
131783,CategoryA,150
131784,CategoryC,300
131785,CategoryB,250
131786,CategoryA,180
131787,CategoryC,220
131788,CategoryB,190
131789,CategoryA,210
131790,CategoryC,160
131791,CategoryA,100
131792,CategoryB,200
131793,CategoryA,150
131794,CategoryC,300
131795,CategoryB,250
131796,CategoryA,180
131797,CategoryC,220
131798,CategoryB,190
131799,CategoryA,210
131800,CategoryC,160
131801,CategoryA,100
131802,CategoryB,200
131803,CategoryA,150
131804,CategoryC,300
131805,CategoryB,250
131806,CategoryA,180
131807,CategoryC,220
131808,CategoryB,190
131809,CategoryA,210
131810,CategoryC,160
131811,CategoryA,100
131812,CategoryB,200
131813,CategoryA,150
131814,CategoryC,300
131815,CategoryB,250
131816,CategoryA,180
131817,CategoryC,220
131818,CategoryB,190
131819,CategoryA,210
131820,CategoryC,160
131821,CategoryA,100
131822,CategoryB,200
131823,CategoryA,150
131824,CategoryC,300
131825,CategoryB,250
131826,CategoryA,180
131827,CategoryC,220
131828,CategoryB,190
131829,CategoryA,210
131830,CategoryC,160
131831,CategoryA,100
131832,CategoryB,200
131833,CategoryA,150
131834,CategoryC,300
131835,CategoryB,250
131836,CategoryA,180
131837,CategoryC,220
131838,CategoryB,190
131839,CategoryA,210
131840,CategoryC,160
131841,CategoryA,100
131842,CategoryB,200
131843,CategoryA,150
131844,CategoryC,300
131845,CategoryB,250
131846,CategoryA,180
131847,CategoryC,220
131848,CategoryB,190
131849,CategoryA,210
131850,CategoryC,160
131851,CategoryA,100
131852,CategoryB,200
131853,CategoryA,150
131854,CategoryC,300
131855,CategoryB,250
131856,CategoryA,180
131857,CategoryC,220
131858,CategoryB,190
131859,CategoryA,210
131860,CategoryC,160
131861,CategoryA,100
131862,CategoryB,200
131863,CategoryA,150
131864,CategoryC,300
131865,CategoryB,250
131866,CategoryA,180
131867,CategoryC,220
131868,CategoryB,190
131869,CategoryA,210
131870,CategoryC,160
131871,CategoryA,100
131872,CategoryB,200
131873,CategoryA,150
131874,CategoryC,300
131875,CategoryB,250
131876,CategoryA,180
131877,CategoryC,220
131878,CategoryB,190
131879,CategoryA,210
131880,CategoryC,160
131881,CategoryA,100
131882,CategoryB,200
131883,CategoryA,150
131884,CategoryC,300
131885,CategoryB,250
131886,CategoryA,180
131887,CategoryC,220
131888,CategoryB,190
131889,CategoryA,210
131890,CategoryC,160
131891,CategoryA,100
131892,CategoryB,200
131893,CategoryA,150
131894,CategoryC,300
131895,CategoryB,250
131896,CategoryA,180
131897,CategoryC,220
131898,CategoryB,190
131899,CategoryA,210
131900,CategoryC,160
131901,CategoryA,100
131902,CategoryB,200
131903,CategoryA,150
131904,CategoryC,300
131905,CategoryB,250
131906,CategoryA,180
131907,CategoryC,220
131908,CategoryB,190
131909,CategoryA,210
131910,CategoryC,160
131911,CategoryA,100
131912,CategoryB,200
131913,CategoryA,150
131914,CategoryC,300
131915,CategoryB,250
131916,CategoryA,180
131917,CategoryC,220
131918,CategoryB,190
131919,CategoryA,210
131920,CategoryC,160
131921,CategoryA,100
131922,CategoryB,200
131923,CategoryA,150
131924,CategoryC,300
131925,CategoryB,250
131926,CategoryA,180
131927,CategoryC,220
131928,CategoryB,190
131929,CategoryA,210
131930,CategoryC,160
131931,CategoryA,100
131932,CategoryB,200
131933,CategoryA,150
131934,CategoryC,300
131935,CategoryB,250
131936,CategoryA,180
131937,CategoryC,220
131938,CategoryB,190
131939,CategoryA,210
131940,CategoryC,160
131941,CategoryA,100
131942,CategoryB,200
131943,CategoryA,150
131944,CategoryC,300
131945,CategoryB,250
131946,CategoryA,180
131947,CategoryC,220
131948,CategoryB,190
131949,CategoryA,210
131950,CategoryC,160
131951,CategoryA,100
131952,CategoryB,200
131953,CategoryA,150
131954,CategoryC,300
131955,CategoryB,250
131956,CategoryA,180
131957,CategoryC,220
131958,CategoryB,190
131959,CategoryA,210
131960,CategoryC,160
131961,CategoryA,100
131962,CategoryB,200
131963,CategoryA,150
131964,CategoryC,300
131965,CategoryB,250
131966,CategoryA,180
131967,CategoryC,220
131968,CategoryB,190
131969,CategoryA,210
131970,CategoryC,160
131971,CategoryA,100
131972,CategoryB,200
131973,CategoryA,150
131974,CategoryC,300
131975,CategoryB,250
131976,CategoryA,180
131977,CategoryC,220
131978,CategoryB,190
131979,CategoryA,210
131980,CategoryC,160
131981,CategoryA,100
131982,CategoryB,200
131983,CategoryA,150
131984,CategoryC,300
131985,CategoryB,250
131986,CategoryA,180
131987,CategoryC,220
131988,CategoryB,190
131989,CategoryA,210
131990,CategoryC,160
131991,CategoryA,100
131992,CategoryB,200
131993,CategoryA,150
131994,CategoryC,300
131995,CategoryB,250
131996,CategoryA,180
131997,CategoryC,220
131998,CategoryB,190
131999,CategoryA,210
132000,CategoryC,160
132001,CategoryA,100
132002,CategoryB,200
132003,CategoryA,150
132004,CategoryC,300
132005,CategoryB,250
132006,CategoryA,180
132007,CategoryC,220
132008,CategoryB,190
132009,CategoryA,210
132010,CategoryC,160
132011,CategoryA,100
132012,CategoryB,200
132013,CategoryA,150
132014,CategoryC,300
132015,CategoryB,250
132016,CategoryA,180
132017,CategoryC,220
132018,CategoryB,190
132019,CategoryA,210
132020,CategoryC,160
132021,CategoryA,100
132022,CategoryB,200
132023,CategoryA,150
132024,CategoryC,300
132025,CategoryB,250
132026,CategoryA,180
132027,CategoryC,220
132028,CategoryB,190
132029,CategoryA,210
132030,CategoryC,160
132031,CategoryA,100
132032,CategoryB,200
132033,CategoryA,150
132034,CategoryC,300
132035,CategoryB,250
132036,CategoryA,180
132037,CategoryC,220
132038,CategoryB,190
132039,CategoryA,210
132040,CategoryC,160
132041,CategoryA,100
132042,CategoryB,200
132043,CategoryA,150
132044,CategoryC,300
132045,CategoryB,250
132046,CategoryA,180
132047,CategoryC,220
132048,CategoryB,190
132049,CategoryA,210
132050,CategoryC,160
132051,CategoryA,100
132052,CategoryB,200
132053,CategoryA,150
132054,CategoryC,300
132055,CategoryB,250
132056,CategoryA,180
132057,CategoryC,220
132058,CategoryB,190
132059,CategoryA,210
132060,CategoryC,160
132061,CategoryA,100
132062,CategoryB,200
132063,CategoryA,150
132064,CategoryC,300
132065,CategoryB,250
132066,CategoryA,180
132067,CategoryC,220
132068,CategoryB,190
132069,CategoryA,210
132070,CategoryC,160
132071,CategoryA,100
132072,CategoryB,200
132073,CategoryA,150
132074,CategoryC,300
132075,CategoryB,250
132076,CategoryA,180
132077,CategoryC,220
132078,CategoryB,190
132079,CategoryA,210
132080,CategoryC,160
132081,CategoryA,100
132082,CategoryB,200
132083,CategoryA,150
132084,CategoryC,300
132085,CategoryB,250
132086,CategoryA,180
132087,CategoryC,220
132088,CategoryB,190
132089,CategoryA,210
132090,CategoryC,160
132091,CategoryA,100
132092,CategoryB,200
132093,CategoryA,150
132094,CategoryC,300
132095,CategoryB,250
132096,CategoryA,180
132097,CategoryC,220
132098,CategoryB,190
132099,CategoryA,210
132100,CategoryC,160
132101,CategoryA,100
132102,CategoryB,200
132103,CategoryA,150
132104,CategoryC,300
132105,CategoryB,250
132106,CategoryA,180
132107,CategoryC,220
132108,CategoryB,190
132109,CategoryA,210
132110,CategoryC,160
132111,CategoryA,100
132112,CategoryB,200
132113,CategoryA,150
132114,CategoryC,300
132115,CategoryB,250
132116,CategoryA,180
132117,CategoryC,220
132118,CategoryB,190
132119,CategoryA,210
132120,CategoryC,160
132121,CategoryA,100
132122,CategoryB,200
132123,CategoryA,150
132124,CategoryC,300
132125,CategoryB,250
132126,CategoryA,180
132127,CategoryC,220
132128,CategoryB,190
132129,CategoryA,210
132130,CategoryC,160
132131,CategoryA,100
132132,CategoryB,200
132133,CategoryA,150
132134,CategoryC,300
132135,CategoryB,250
132136,CategoryA,180
132137,CategoryC,220
132138,CategoryB,190
132139,CategoryA,210
132140,CategoryC,160
132141,CategoryA,100
132142,CategoryB,200
132143,CategoryA,150
132144,CategoryC,300
132145,CategoryB,250
132146,CategoryA,180
132147,CategoryC,220
132148,CategoryB,190
132149,CategoryA,210
132150,CategoryC,160
132151,CategoryA,100
132152,CategoryB,200
132153,CategoryA,150
132154,CategoryC,300
132155,CategoryB,250
132156,CategoryA,180
132157,CategoryC,220
132158,CategoryB,190
132159,CategoryA,210
132160,CategoryC,160
132161,CategoryA,100
132162,CategoryB,200
132163,CategoryA,150
132164,CategoryC,300
132165,CategoryB,250
132166,CategoryA,180
132167,CategoryC,220
132168,CategoryB,190
132169,CategoryA,210
132170,CategoryC,160
132171,CategoryA,100
132172,CategoryB,200
132173,CategoryA,150
132174,CategoryC,300
132175,CategoryB,250
132176,CategoryA,180
132177,CategoryC,220
132178,CategoryB,190
132179,CategoryA,210
132180,CategoryC,160
132181,CategoryA,100
132182,CategoryB,200
132183,CategoryA,150
132184,CategoryC,300
132185,CategoryB,250
132186,CategoryA,180
132187,CategoryC,220
132188,CategoryB,190
132189,CategoryA,210
132190,CategoryC,160
132191,CategoryA,100
132192,CategoryB,200
132193,CategoryA,150
132194,CategoryC,300
132195,CategoryB,250
132196,CategoryA,180
132197,CategoryC,220
132198,CategoryB,190
132199,CategoryA,210
132200,CategoryC,160
132201,CategoryA,100
132202,CategoryB,200
132203,CategoryA,150
132204,CategoryC,300
132205,CategoryB,250
132206,CategoryA,180
132207,CategoryC,220
132208,CategoryB,190
132209,CategoryA,210
132210,CategoryC,160
132211,CategoryA,100
132212,CategoryB,200
132213,CategoryA,150
132214,CategoryC,300
